YEAR,TRI_FACILITY_ID,FRS_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,ST,ZIP,BIA_CODE,TRIBE,LATITUDE,LONGITUDE,FEDERAL_FACILITY,INDUSTRY_SECTOR_CODE,INDUSTRY_SECTOR,PRIMARY_SIC,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NAICS,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_NUM,CHEMICAL,CAS_#/COMPOUND_ID,SRS_ID,CLEAR_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,FORM_TYPE,UNIT_OF_MEASURE,5.1_FUGITIVE_AIR,5.2_STACK_AIR,5.3_WATER,5.4_UNDERGROUND,5.4.1_UNDERGROUND_CLASS_I,5.4.2_UNDERGROUND_CLASS_II-V,5.5.1_LANDFILLS,5.5.1A_RCRA_C_LANDFILLS,5.5.1B_OTHER_LANDFILLS,5.5.2_LAND_TREATMENT,5.5.3_SURFACE_IMPOUNDMENT,5.5.3A_RCRA_C_SURFACE_IMP.,5.5.3B_Other_SURFACE_IMP.,5.5.4_OTHER_DISPOSAL,ON-SITE_RELEASE_TOTAL,6.1_POTW-TRANSFERS_FOR_RELEASE,6.1_POTW-TRANSFERS_FOR_TREATM.,6.1_POTW-TOTAL_TRANSFERS,6.2_M10,6.2_M41,6.2_M62,6.2_M71,6.2_M81,6.2_M82,6.2_M72,6.2_M63,6.2_M66,6.2_M67,6.2_M64,6.2_M65,6.2_M73,6.2_M79,6.2_M90,6.2_M94,6.2_M99,OFF-SITE_RELEASE_TOTAL,6.2_M20,6.2_M24,6.2_M26,6.2_M28,6.2_M93,OFF-SITE_RECYCLED_TOTAL,6.2_M56,6.2_M92,OFF-SITE_RECOVERY_TOTAL,6.2_M40,6.2_M50,6.2_M54,6.2_M61,6.2_M69,6.2_M95,OFF-SITE_TREATED_TOTAL,TOTAL_RELEASES,8.1_RELEASES,8.1A_ON-SITE_CONTAINED_REL.,8.1B_ON-SITE_OTHER_RELEASES,8.1C_OFF-SITE_CONTAINED_REL.,8.1D_OFF-SITE_OTHER_RELEASES,8.2_ENERGY_RECOVERY_ON-SITE,8.3_ENERGY_RECOVERY_OFF-SITE,8.4_RECYCLING_ON-SITE, 8.5_RECYCLING_OFF-SITE,8.6_TREATMENT_ON-SITE,8.7_TREATMENT_OFF-SITE,PROD._WASTE_(8.1_THRU_8.7),8.8_ONE-TIME_RELEASE,PROD_RATIO_OR_ACTIVITY,8.9_PRODUCTION_RATIO,PARENT_COMPANY_NAME,PARENT_COMPANY_DB_NUMBER
2015,27877RSNLLWATER,1.10007E+11,RESINALL CORP,302 N WATER ST,SEVERN,NORTHAMPTON,NC,27877,,,36.51967,-77.18746,NO,325,Chemicals,,,,,,,325211,,,,,,1.31521E+12,DICYCLOPENTADIENE,77736,6643,NO,TRI,NO,0,NO,R,Pounds,8418.87,3936.73,0,0,0,0,0,0,0,0,0,0,0,0,12355.6,0.000091,0.000009,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000009,12355.60018,0,0,12355.6,0.000007,0.000084,0,0,0,0,0,0.000009,12355.6001,,PRODUCTION,0.79,RESINALL CORP,67174680
2015,2808WLDPRD164NM,1.10004E+11,ALDO PRODUCTS CO INC,1604 N MAIN ST,KANNAPOLIS,ROWAN,NC,28081,,,35.51852,-80.61426,NO,325,Chemicals,,,,,,,325510,,,,,,1.31521E+12,ZINC COMPOUNDS,N982,649699,NO,TRI,YES,1,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,ALDO PRODUCTS CO INC,58562307
2015,2850WSNDRS4985H,1.10043E+11,SANDERSON FARMS INC,2081 SANDERSON WAY,KINSTON,LENOIR,NC,28504,,,35.258611,-77.670556,NO,311,Food,,,,,,,311615,,,,,,1.31521E+12,PERACETIC ACID,79210,7682,NO,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17594,0,17594,,PRODUCTION,1.08,SANDERSON FARMS INC,96043708
2015,27957RJRYNSTATE,1.10042E+11,AVOCA INC,STATE RD 1502,MERRY HILL,BERTIE,NC,27957,,,36.00005,-76.710916,NO,311,Food,,,,,,,311930,325411,,,,,1.31521E+12,TOLUENE,108883,25452,YES,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PRODUCTION,1,PHARMACHEM LABORATORIES INC,NA
2015,28904CLMNC788TU,1.1001E+11,COLEMAN CABLE LLC,788 T US QUITTEE RD,HAYESVILLE,CLAY,NC,28904,,,35.05693,-83.81442,NO,335,Electrical Equipment,,,,,,,335929,,,,,,1.31521E+12,ANTIMONY COMPOUNDS,N010,649921,YES,TRI,YES,1,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,SOUTHWIRE CO,3264421
2015,27559CHRKSSTATE,1.10007E+11,GENERAL SHALE BRICK INC MONCURE FACILITY PLANTS 24 & 25,300 BRICK PLANT RD,MONCURE,CHATHAM,NC,27559,,,35.57239,-79.03505,NO,327,Nonmetallic Mineral Product,,,,,,,327120,,,,,,1.31521E+12,MANGANESE COMPOUNDS,N450,650010,YES,TRI,YES,1,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,GENERAL SHALE BRICK INC,3383361
2015,28273TWCKN145WE,1.10025E+11,ITW COOKING EQUIPMENT,10405 WESTLAKE DR,CHARLOTTE,MECKLENBURG,NC,28273,,,35.14269,-80.96849,NO,333,Machinery,,,,,,,333318,,,,,,1.31521E+12,MANGANESE,7439965,149625,YES,TRI,YES,1,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,ILLINOIS TOOL WORKS INC,151756475
2015,27102JHNSN2701W,1.1E+11,JOHNSON CONTROLS  BATTERY GROUP INC,2701 JOHNSON CONTROLS DR,KERNERSVILLE,FORSYTH,NC,27284,,,36.11901,-80.16126,NO,335,Electrical Equipment,,,,,,,335912,335911,,,,,1.31521E+12,NONYLPHENOL,N530,,NO,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,JOHNSON CONTROLS INC,6092860
2015,28752DDGRC100RO,1.1E+11,BALDOR ELECTRIC CO,510 ROCKWELL DR,MARION,MCDOWELL,NC,28752,,,35.645091,-81.986234,NO,332,Fabricated Metals,,,,,,,332991,,,,,,1.31521E+12,MANGANESE,7439965,149625,YES,TRI,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,19013,0,0,0,19013,0,0,0,0,0,0,0,0,0,0,15,0,0,0,6.95,3.05,0,0,0,19013,0,0,19023,,PRODUCTION,0.96,ABB INC,808229041
2015,2865WMRCNR37BUR,1.10004E+11,AMERICAN ROLLER BEARING CO,307 BURKE DR,MORGANTON,BURKE,NC,28655,,,35.74948,-81.66411,NO,332,Fabricated Metals,,,,,,,332991,,,,,,1.31521E+12,LEAD,7439921,149583,YES,PBT,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,80,,PRODUCTION,0.49,AMERICAN ROLLER BEARING CO,21387394
2015,2865WMRCNR37BUR,1.10004E+11,AMERICAN ROLLER BEARING CO,307 BURKE DR,MORGANTON,BURKE,NC,28655,,,35.74948,-81.66411,NO,332,Fabricated Metals,,,,,,,332991,,,,,,1.31521E+12,NICKEL,7440020,149674,YES,TRI,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26771,26771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26771,0,0,26771,,PRODUCTION,0.49,AMERICAN ROLLER BEARING CO,21387394
2015,28134RTLND9635I,1.1E+11,MEXICHEM SPECIALTY COMPOUNDS,9635 INDUSTRIAL DR,PINEVILLE,MECKLENBURG,NC,28134,,,35.10276,-80.88705,NO,325,Chemicals,,,,,,,325991,,,,,,1.31521E+12,BARIUM COMPOUNDS,N040,649426,NO,TRI,NO,3,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,MEXICHEM SAB DE CV,NA
2015,28625DVNCD280CR,1.1001E+11,HEXPOL COMPOUNDING NC INC,280 CRAWFORD RD,STATESVILLE,IREDELL,NC,28625,,,35.8229,-80.84611,NO,326,Plastics and Rubber,,,,,,,326299,,,,,,1.31521E+12,LEAD COMPOUNDS,N420,650002,YES,PBT,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,NA,
2015,28144MRDNT6701S,1.10007E+11,CONTINENTAL STRUCTURAL PLASTICS LLC-SALISBURY,6701 STATESVILLE BLVD,SALISBURY,ROWAN,NC,28147,,,35.72032,-80.60932,NO,326,Plastics and Rubber,,,,,,,326199,,,,,,1.31521E+12,DIISOCYANATES,N120,649715,YES,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912,0,0,0,0,0,0,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912,0,0,0,912,0,0,0,0,0,0,0,912,,ACTIVITY,1.39,CONTINENTAL STRUCTURAL PLASTICS,5319959
2015,2803WLNXSS1225G,1.10047E+11,LANXESS CORP,1225 GASTONIA TECHNOLOGY PKWY,DALLAS,GASTON,NC,28034,,,35.30598,-81.20974,NO,325,Chemicals,,,,,,,325991,,,,,,1.31521E+12,ZINC COMPOUNDS,N982,649699,NO,TRI,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,0,0,1024,,ACTIVITY,1.5,LANXESS CORP,145858770
2015,28052HGNKN1405I,1.1E+11,PETROLIANCE LLC APEX DBA PETROCHOICE LLC,1405 INDUSTRIAL PIKE,GASTONIA,GASTON,NC,28052,,,35.28149,-81.23434,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31521E+12,N-HEXANE,110543,26740,YES,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,NA,
2015,28052HGNKN1405I,1.1E+11,PETROLIANCE LLC APEX DBA PETROCHOICE LLC,1405 INDUSTRIAL PIKE,GASTONIA,GASTON,NC,28052,,,35.28149,-81.23434,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.31521E+12,NAPHTHALENE,91203,13326,YES,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,NA,
2015,27409RFMCR7908P,1.10067E+11,QORVO US INC,7908 PIEDMONT TRIAD PKWY,GREENSBORO,GUILFORD,NC,27409,,,36.07464,-79.96572,NO,334,Computers and Electronic Products,,,,,,,334413,,,,,,1.31521E+12,ETHYLBENZENE,100414,19406,YES,TRI,NO,0,NO,R,Pounds,5,130,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0,0,14000,0,180,180,0,0,0,0,0,0,0,135,0,0,135,0,0,0,180,0,14000,0,0,14315,,ACTIVITY,0.72,QORVO INC,26206752
2015,27420GLBRC7300F,1.10001E+11,GILBARCO INC,7300 W FRIENDLY AVE,GREENSBORO,GUILFORD,NC,27410,,,36.08764,-79.9272,NO,333,Machinery,,,,,,,333913,,,,,,1.31521E+12,MANGANESE,7439965,149625,YES,TRI,YES,1,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,FORTIVE,80198742
2015,27261HGHPN255BE,1.10001E+11,KAO SPECIALTIES AMERICAS LLC,243 WOODBINE ST,HIGH POINT,GUILFORD,NC,27260,,,35.92307,-80.02965,NO,325,Chemicals,,,,,,,325211,325199,325613,,,,1.31521E+12,ETHYLENE GLYCOL,107211,24257,YES,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.7,22966.3,23435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22966.3,937.4,0,0,0,0,468.7,0,0,0,0,111595,22966.3,135030,,ACTIVITY,1,KAO CORP,NA
2015,27261HGHPN255BE,1.10001E+11,KAO SPECIALTIES AMERICAS LLC,243 WOODBINE ST,HIGH POINT,GUILFORD,NC,27260,,,35.92307,-80.02965,NO,325,Chemicals,,,,,,,325211,325199,325613,,,,1.31521E+12,STYRENE,100425,19414,YES,TRI,NO,0,YES,R,Pounds,0,37,0,0,0,0,0,0,0,0,0,0,0,0,37,0.06,5.94,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94,37.12,0,0,37,0,0.06,0,0,0,0,30,5.94,73,,PRODUCTION,1.25,KAO CORP,NA
2015,27702STHCH2000E,1.1E+11,BRENNTAG MID-SOUTH,2000 E PETTIGREW ST,DURHAM,DURHAM,NC,27703,,,35.97995,-78.88007,NO,4246,Chemical Wholesalers,,,,,,,424690,,,,,,1.31521E+12,N-HEXANE,110543,26740,YES,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,BRENNTAG N.A. INC,NA
2015,27103CNVRT120RE,1.10001E+11,FLINT GROUP NA,120 REGENT DR,WINSTON SALEM,FORSYTH,NC,27103,,,36.044825,-80.326407,NO,325,Chemicals,,,,,,,325910,,,,,,1.31521E+12,TOLUENE,108883,25452,YES,TRI,NO,0,NO,R,Pounds,9745,0,0,0,0,0,0,0,0,0,0,0,0,0,9745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,250,0,0,0,0,0,0,0,9745,0,0,9745,0,0,0,250,0,0,0,0,9995,,PRODUCTION,0.96,FLINT GROUP N.A. CORP,5355854
2015,27405GRNTR108BU,1.10001E+11,ADAMS AN OLDCASTLE CO-GREENSBORO,108 BUCHANAN CHURCH RD,GREENSBORO,GUILFORD,NC,27405,,,36.08557,-79.71329,NO,327,Nonmetallic Mineral Product,,,,,,,327331,,,,,,1.31521E+12,LEAD,7439921,149583,YES,PBT,YES,1,YES,R,Pounds,0.0111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111,0,0,0.0111,0,0,0,0,0,0,0,0,0.0111,,PRODUCTION,1.04,OLDCASTLE INC,37176591
2015,27261HGHPN255BE,1.10001E+11,KAO SPECIALTIES AMERICAS LLC,243 WOODBINE ST,HIGH POINT,GUILFORD,NC,27260,,,35.92307,-80.02965,NO,325,Chemicals,,,,,,,325211,325199,325613,,,,1.31521E+12,ALLYL ALCOHOL,107186,24224,NO,TRI,NO,0,NO,R,Pounds,0,15.7,0,0,0,0,0,0,0,0,0,0,0,156.7,172.4,0.35,6.65,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65,173.1,0,0,172.4,0,0.35,0,0,0,0,141,6.65,320.4,,PRODUCTION,1,KAO CORP,NA
2015,28603CNTRY42012,1.1001E+11,CENTURY FURNITURE CASEGOODS PLANT NO 1,420 12TH ST NW,HICKORY,CATAWBA,NC,28601,,,35.737818,-81.360176,NO,337,Furniture,,,,,,,337122,,,,,,1.31521E+12,N-BUTYL ALCOHOL,71363,4739,NO,TRI,NO,0,NO,R,Pounds,1495,13453,0,0,0,0,0,0,0,0,0,0,0,0,14948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4109,0,0,4109,0,0,0,0,0,0,0,0,0,0,14948,0,0,14948,0,0,0,0,0,4109,0,0,19057,,PRODUCTION,1.02,RHF INVESTMENTS INC,NA
2015,28560WYRHSSTREE,1.1E+11,INTERNATIONAL PAPER- NEW BERN MILL,1785 WEYERHAEUSER RD,VANCEBORO,CRAVEN,NC,28586,,,35.212247,-77.114823,NO,322,Paper,,,,,,,322110,,,,,,1.31521E+12,CHLORINE DIOXIDE,10049044,167296,NO,TRI,NO,0,NO,R,Pounds,5,76742,0,0,0,0,0,0,0,0,0,0,0,0,76747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76747,0,0,76747,0,0,0,0,0,0,3760356,0,3837103,,PRODUCTION,1.02,INTERNATIONAL PAPER CO,1316561
2015,27013FRGHTHWY70,1.1E+11,DAIMLER TRUCKS NA LLC-CLEVELAND,11550 STATESVILLE BLVD,CLEVELAND,ROWAN,NC,27013,,,35.7297,-80.69156,NO,336,Transportation Equipment,,,,,,,336120,,,,,,1.31521E+12,NAPHTHALENE,91203,13326,YES,TRI,NO,0,NO,R,Pounds,0.6,551.1,0,0,0,0,0,0,0,0,0,0,0,0,551.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2667,0,2667,0,0,0,0,0,0,0,551.7,0,0,551.7,0,0,0,2667,0,0,0,0,3218.7,,PRODUCTION,1.22,DAIMLER TRUCKS N.A. LLC,9029687
2015,27260PDMNT331BU,1.1E+11,PIEDMONT CHEMICAL INDUSTRIES I LLC,331 BURTON AVE,HIGH POINT,GUILFORD,NC,27262,,,35.93713,-80.03369,NO,325,Chemicals,,,,,,,325611,325199,,,,,1.31521E+12,METHANOL,67561,4283,YES,TRI,NO,0,NO,R,Pounds,5,810,0,0,0,0,0,0,0,0,0,0,0,0,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,0,0,815,0,0,0,0,0,0,0,0,815,,PRODUCTION,0,PIEDMONT CHEMICAL INDUSTRIES INC,3215779
2015,28451CTNGSRTE74,1.10004E+11,COATINGS & ADHESIVES CORP,1901 POPULAR ST NE,LELAND,BRUNSWICK,NC,28451,,,34.25396,-78.0711,NO,325,Chemicals,,,,,,,325510,,,,,,1.31521E+12,AMMONIA,7664417,17294687,NO,TRI,NO,0,NO,R,Pounds,2691,220,0,0,0,0,0,0,0,0,0,0,0,0,2911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4928,10166,15094,2911,0,0,2911,0,0,0,0,0,0,0,15094,18005,,PRODUCTION,0.9,NA,
2015,2827WCMMRC1337J,1.10046E+11,COMMERCIAL MERCHANDISING CORP,1337 J WOOD BRANCH DRIVE,CHARLOTTE,MECKLENBURG,NC,28273,,,35.125384,-80.925035,NO,325,Chemicals,,,,,,,325998,,,,,,1.31521E+12,ETHYLENE GLYCOL,107211,24257,YES,TRI,NO,0,NO,R,Pounds,657,657,0,0,0,0,0,0,0,0,0,0,0,0,1314,20,230,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,480,1354,0,0,1314,0,20,0,0,0,0,0,480,1814,,ACTIVITY,0.66,NA,
2015,27703CRRSR4600S,1.1E+11,CREE INC,4600 SILICON DR,DURHAM,DURHAM,NC,27703,,,35.899298,-78.840802,NO,334,Computers and Electronic Products,,,,,,,334413,,,,,,1.31521E+12,AMMONIA,7664417,17294687,NO,TRI,NO,0,NO,R,Pounds,5,2271,0,0,0,0,0,0,0,0,0,0,0,0,2276,497.2,745.8,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497.2,0,0,0,0,0,0,0,0,0,0,1000,0,250,0,0,1995.8,3270.4,0,0,2276,0,497.2,0,0,0,0,2032539,1995.8,2037308,,ACTIVITY,0.9,CREE INC,183252501
2015,28384SPXVL1491N,1.10016E+11,MUELLER STEAM SPECIALTY,1491 NC HWY 20 W,SAINT PAULS,ROBESON,NC,28384,,,34.820372,-79.002821,NO,332,Fabricated Metals,,,,,,,332911,,,,,,1.31521E+12,MANGANESE,7439965,149625,YES,TRI,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4129,0,0,0,4129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4129,0,0,4129,,PRODUCTION,1.05,WATTS REGULATOR,152163093
2015,28086FRSTN100FI,1.10001E+11,FIRESTONE FIBERS & TEXTILES CO,100 FIRESTONE LN,KINGS MOUNTAIN,GASTON,NC,28086,,,35.23088,-81.31827,NO,314,Textile Product,,,,,,,314994,,,,,,1.31522E+12,METHANOL,67561,4283,YES,TRI,NO,0,NO,R,Pounds,21,9,0,0,0,0,0,0,0,0,0,0,0,0,30,3224.24,37078.76,40303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3224.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37078.76,6478.48,0,0,30,0,3224.24,0,0,0,0,0,37078.76,40333,,PRODUCTION,1.02,BRIDGESTONE AMERICAS INC,101479322
2015,2810WNDNTR1316W,1.10001E+11,INDIAN TRAIL  CONCRETE PLANT,1316 WAXHAW-INDIAN TRAIL RD.,INDIAN TRAIL,UNION,NC,28104,,,35.0651,-80.68102,NO,327,Nonmetallic Mineral Product,,,,,,,327320,,,,,,1.31521E+12,LEAD,7439921,149583,YES,PBT,YES,1,YES,R,Pounds,0.027,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0.032,0,0,0,0,0,0,0,0,0.032,,PRODUCTION,1,ARGOS USA CORP,78318694
2015,28012DKNRG253PL,1.1E+11,DUKE ENERGY CAROLINAS LLC - ALLEN STEAM STATION,253 PLANT ALLEN RD,BELMONT,GASTON,NC,28012,,,35.190083,-81.008748,NO,2211,Electric Utilities,,,,,,,221112,,,,,,1.31521E+12,"HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS"" ONLY)""",7647010,152231,YES,TRI,NO,0,NO,R,Pounds,0,36000,0,0,0,0,0,0,0,0,0,0,0,0,36000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36000,0,0,36000,0,0,0,0,0,0,1300000,0,1336000,,PRODUCTION,1,DUKE ENERGY CORP,6996052
2015,27834MTLLX251IN,1.10015E+11,METALLIX REFINING  INC,251 INDUSTRIAL BLVD,GREENVILLE,PITT,NC,27834,,,35.64516,-77.36382,NO,331,Primary Metals,,,,,,,331492,,,,,,1.31521E+12,NITRIC ACID,7697372,152686,NO,TRI,NO,0,NO,R,Pounds,22,197,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,5500,0,0,0,0,0,0,0,0,0,0,0,5500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5719,0,0,219,0,5500,0,0,0,0,15604,0,21323,,ACTIVITY,0.96,NA,
2015,27403DSTNC1025H,1.1E+11,SHERWIN-WILLIAMS CO,1025 HOWARD ST,GREENSBORO,GUILFORD,NC,27403,,,36.06238,-79.83395,NO,325,Chemicals,,,,,,,325510,,,,,,1.31521E+12,TOLUENE,108883,25452,YES,TRI,NO,0,NO,R,Pounds,3089,11395,0,0,0,0,0,0,0,0,0,0,0,0,14484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,149631,0,149631,0,0,0,0,6077,0,6077,14486,0,0,14484,0,2,0,149631,934108,0,56965,6077,1161267,,PRODUCTION,0.9,THE SHERWIN-WILLIAMS CO,4206397
